   id   |                         idempotency_key                          | symbol |         bucket         | interval |        open         |        high         |         low         |        close        |       volume       | replay_run_id |        open_event_time        |       close_event_time        
 382503 | 7ffc52f4a77aa7d4009357448a19b89a2b7cdefa40a957dad19e18f7a1c37458 | HC-038 | 2026-03-01 17:22:26+00 | 1s       |   5.052547783192768 |   5.052547783192768 |   5.052547783192768 |   5.052547783192768 |  111.1274576822192 |               | 2026-03-01 17:22:26.556989+00 | 2026-03-01 17:22:26.556989+00
 382501 | 4e96bcaf9f54a91e446b3fcd8e57dd9361464abdb9242777b03bff9d7af8e817 | HC-034 | 2026-03-01 17:22:26+00 | 1s       |   7.519318730439726 |   7.519318730439726 |   7.519318730439726 |   7.519318730439726 | 101.62074375399882 |               | 2026-03-01 17:22:26.550617+00 | 2026-03-01 17:22:26.550617+00
 382499 | 7b6908b640038151faca2eb8ffcf88c33b0ead3cf8ee3350a7b112df82a19032 | HC-033 | 2026-03-01 17:22:26+00 | 1s       |   5.269327082884517 |   5.269327082884517 |   5.269327082884517 |   5.269327082884517 | 115.58813827864965 |               | 2026-03-01 17:22:26.550166+00 | 2026-03-01 17:22:26.550166+00
 382497 | 98ff1724fc7cc4968889122f941b806ab5b53ebaa7a19e3fd1f7e192e0549b11 | HC-031 | 2026-03-01 17:22:26+00 | 1s       |   39.38223749223185 |   39.38223749223185 |   39.38223749223185 |   39.38223749223185 | 114.94816557933267 |               | 2026-03-01 17:22:26.54817+00  | 2026-03-01 17:22:26.54817+00
 382495 | e373cff44877e69ccc7ad4f24bae2343053f8d427969d8665085bb67817235aa | HC-030 | 2026-03-01 17:22:26+00 | 1s       |   7.886375009534932 |   7.886375009534932 |   7.886375009534932 |   7.886375009534932 | 109.56125271390366 |               | 2026-03-01 17:22:26.54649+00  | 2026-03-01 17:22:26.54649+00
 382493 | a26e1c1523adbb84f3b4f1d59cc89175f0d98b6f577262c49c1fbcdb5ea82c3a | HC-027 | 2026-03-01 17:22:26+00 | 1s       |                0.01 |                0.01 |                0.01 |                0.01 |  112.6849743215305 |               | 2026-03-01 17:22:26.543313+00 | 2026-03-01 17:22:26.543313+00
 382491 | 6365e17d6dfc5ee6194635790764e34f908e0cf5cf10cf6737a13470f62d9fbb | HC-025 | 2026-03-01 17:22:26+00 | 1s       |   4.523793834535168 |   4.523793834535168 |   4.523793834535168 |   4.523793834535168 | 115.80412287936173 |               | 2026-03-01 17:22:26.542482+00 | 2026-03-01 17:22:26.542482+00
 382489 | 91309409cf63293234779ed267c77ea9366c254573fd8b8560f4d10e531c5408 | HC-019 | 2026-03-01 17:22:26+00 | 1s       |   12.16753042850917 |   12.16753042850917 |   12.16753042850917 |   12.16753042850917 | 103.60951435915541 |               | 2026-03-01 17:22:26.539133+00 | 2026-03-01 17:22:26.539133+00
 382487 | bf65753bf22574861af51356b5641a1f5596e56b9394610b45c5fa4c309d6603 | HC-014 | 2026-03-01 17:22:26+00 | 1s       |  4.8190642867949265 |  4.8190642867949265 |  4.8190642867949265 |  4.8190642867949265 | 113.03833103784714 |               | 2026-03-01 17:22:26.53714+00  | 2026-03-01 17:22:26.53714+00
 382485 | 089b7375abe2da386d955dd732a7f590691cdeb51c8f5236cdb0f3c92ed244e5 | HC-007 | 2026-03-01 17:22:26+00 | 1s       |  0.5511316323916698 |  0.5511316323916698 |  0.5511316323916698 |  0.5511316323916698 | 107.61175560672109 |               | 2026-03-01 17:22:26.533349+00 | 2026-03-01 17:22:26.533349+00
 382483 | 07be89dec595c0447cb263c51ccfc707d79c619f8138174d90f4da2b81d734d1 | HC-006 | 2026-03-01 17:22:26+00 | 1s       |   4.915222364950611 |   4.915222364950611 |   4.915222364950611 |   4.915222364950611 | 109.63973050835601 |               | 2026-03-01 17:22:26.532644+00 | 2026-03-01 17:22:26.532644+00
(25 rows)

